freq_MHz,level_dBm
776.303,-94.61
776.788,-94.83
777.274,-93.99
777.759,-95.00
778.244,-94.53
778.729,-95.00
779.215,-93.90
779.7,-94.50
780.185,-93.31
780.67,-95.00
781.156,-94.76
781.641,-92.84
782.126,-95.00
782.611,-95.00
783.097,-94.82
783.582,-95.00
784.067,-95.00
784.552,-95.00
785.038,-95.00
785.523,-95.00
786.008,-95.00
786.493,-93.30
786.978,-92.56
787.464,-93.63
787.949,-95.00
788.434,-95.00
788.919,-93.61
789.405,-93.25
789.89,-94.86
790.375,-95.00
790.86,-95.00
791.346,-95.00
791.831,-95.00
792.316,-95.00
792.801,-94.24
793.287,-94.25
793.772,-92.45
794.257,-94.17
794.742,-94.58
795.228,-95.00
795.713,-93.92
796.198,-95.00
796.683,-94.20
797.169,-93.57
797.654,-95.00
798.139,-94.46
798.624,-92.82
799.11,-94.13
799.595,-95.00
800.08,-93.87
800.565,-93.95
801.051,-95.00
801.536,-95.00
802.021,-94.97
802.506,-94.11
802.991,-91.87
803.477,-95.00
803.962,-93.89
804.447,-95.00
804.932,-95.00
805.418,-95.00
805.903,-95.00
806.388,-94.35
806.873,-95.00
807.359,-94.48
807.844,-95.00
808.329,-95.00
808.814,-95.00
809.3,-94.40
809.785,-94.10
810.27,-94.02
810.755,-95.00
811.241,-95.00
811.726,-93.85
812.211,-95.00
812.696,-95.00
813.182,-93.78
813.667,-94.82
814.152,-95.00
814.637,-94.07
815.123,-93.79
815.608,-94.66
816.093,-93.45
816.578,-95.00
817.064,-95.00
817.549,-94.23
818.034,-93.37
818.519,-95.00
819.005,-94.13
819.49,-93.96
819.975,-95.00
820.46,-94.12
820.945,-95.00
821.431,-95.00
821.916,-95.00
822.401,-94.26
822.886,-91.99
823.372,-94.20
823.857,-95.00
824.342,-94.67
824.827,-95.00
825.313,-95.00
825.798,-94.35
826.283,-95.00
826.768,-95.00
827.254,-95.00
827.739,-93.83
828.224,-94.86
828.709,-95.00
829.195,-93.74
829.68,-95.00
830.165,-95.00
830.65,-94.76
831.136,-95.00
831.621,-95.00
832.106,-93.91
832.591,-95.00
833.077,-92.10
833.562,-95.00
834.047,-94.72
834.532,-95.00
835.018,-93.85
835.503,-94.83
835.988,-93.44
836.473,-94.01
836.958,-94.89
837.444,-94.11
837.929,-95.00
838.414,-95.00
838.899,-95.00
839.385,-94.65
839.87,-95.00
840.355,-94.00
840.84,-95.00
841.326,-95.00
841.811,-94.82
842.296,-92.64
842.781,-95.00
843.267,-93.68
843.752,-92.31
844.237,-94.83
844.722,-95.00
845.208,-94.78
845.693,-94.08
846.178,-95.00
846.663,-95.00
847.149,-95.00
847.634,-93.03
848.119,-95.00
848.604,-95.00
849.09,-95.00
849.575,-95.00
850.06,-92.90
850.545,-95.00
851.031,-92.83
851.516,-95.00
852.001,-95.00
852.486,-94.82
852.971,-95.00
853.457,-95.00
853.942,-93.51
854.427,-95.00
854.912,-92.43
855.398,-95.00
855.883,-95.00
856.368,-94.02
856.853,-95.00
857.339,-92.82
857.824,-95.00
858.309,-95.00
858.794,-94.70
859.28,-94.10
859.765,-95.00
860.25,-95.00
860.735,-95.00
861.221,-92.80
861.706,-95.00
862.191,-93.91
862.676,-94.73
863.162,-94.76
863.647,-95.00
864.132,-93.91
864.617,-94.54
865.103,-93.37
865.588,-95.00
866.073,-95.00
866.558,-92.31
867.044,-94.30
867.529,-95.00
868.014,-95.00
868.499,-95.00
868.984,-93.61
869.47,-95.00
869.955,-94.28
870.44,-94.01
870.925,-93.85
871.411,-94.32
871.896,-95.00
872.381,-95.00
872.866,-95.00
873.352,-93.59
873.837,-94.65
874.322,-95.00
874.807,-95.00
875.293,-95.00
875.778,-93.20
876.263,-94.20
876.748,-93.52
877.234,-94.14
877.719,-94.81
878.204,-95.00
878.689,-93.65
879.175,-95.00
879.66,-93.04
880.145,-92.81
880.63,-95.00
881.116,-94.35
881.601,-94.28
882.086,-95.00
882.571,-95.00
883.057,-95.00
883.542,-93.32
884.027,-93.64
884.512,-95.00
884.997,-94.25
885.483,-95.00
885.968,-95.00
886.453,-94.57
886.938,-95.00
887.424,-94.05
887.909,-94.50
888.394,-95.00
888.879,-93.51
889.365,-95.00
889.85,-95.00
890.335,-94.47
890.82,-95.00
891.306,-95.00
891.791,-95.00
892.276,-95.00
892.761,-95.00
893.247,-93.75
893.732,-94.68
894.217,-95.00
894.702,-94.52
895.188,-95.00
895.673,-95.00
896.158,-94.08
896.643,-95.00
897.129,-95.00
897.614,-93.13
898.099,-93.47
898.584,-95.00
899.07,-92.85
899.555,-94.53
900.04,-94.36
900.525,-93.88
901.011,-94.99
901.496,-95.00
901.981,-93.12
902.466,-94.09
902.951,-93.23
903.437,-95.00
903.922,-94.02
904.407,-94.56
904.892,-94.38
905.378,-95.00
905.863,-95.00
906.348,-95.00
906.833,-95.00
907.319,-94.15
907.804,-95.00
908.289,-95.00
908.774,-95.00
909.26,-95.00
909.745,-94.02
910.23,-95.00
910.715,-95.00
911.201,-95.00
911.686,-93.63
912.171,-93.35
912.656,-95.00
913.142,-95.00
913.627,-95.00
914.112,-95.00
914.597,-95.00
915.083,-95.00
915.568,-95.00
916.053,-93.28
916.538,-95.00
917.024,-94.81
917.509,-95.00
917.994,-95.00
918.479,-95.00
918.964,-93.96
919.45,-95.00
919.935,-93.28
920.42,-95.00
920.905,-95.00
921.391,-95.00
921.876,-93.55
922.361,-95.00
922.846,-94.80
923.332,-93.67
923.817,-93.30
924.302,-95.00
924.787,-94.78
925.273,-95.00
925.758,-95.00
926.243,-94.60
926.728,-94.02
927.214,-94.17
927.699,-95.00
928.184,-95.00
928.669,-92.77
929.155,-93.92
929.64,-95.00
930.125,-95.00
930.61,-93.37
931.096,-95.00
931.581,-93.43
932.066,-93.50
932.551,-95.00
933.037,-95.00
933.522,-94.01
934.007,-94.94
934.492,-95.00
934.977,-95.00
935.463,-94.61
935.948,-93.71
936.433,-94.00
936.918,-93.63
937.404,-95.00
937.889,-93.82
938.374,-95.00
938.859,-95.00
939.345,-95.00
939.83,-94.57
940.315,-95.00
940.8,-93.86
941.286,-94.99
941.771,-94.31
942.256,-93.90
942.741,-94.79
943.227,-93.82
943.712,-94.86
944.197,-92.35
944.682,-95.00
945.168,-93.03
945.653,-93.73
946.138,-94.13
946.623,-95.00
947.109,-95.00
947.594,-94.52
948.079,-95.00
948.564,-94.24
949.05,-95.00
949.535,-95.00
950.02,-94.73
950.505,-95.00
950.99,-95.00
951.476,-94.44
951.961,-93.61
952.446,-95.00
952.931,-95.00
953.417,-93.58
953.902,-95.00
954.387,-93.83
954.872,-94.36
955.358,-94.56
955.843,-94.29
956.328,-95.00
956.813,-95.00
957.299,-95.00
957.784,-94.11
958.269,-94.34
958.754,-95.00
959.24,-95.00
959.725,-95.00
960.21,-94.52
960.695,-94.54
961.181,-95.00
961.666,-95.00
962.151,-93.65
962.636,-95.00
963.122,-95.00
963.607,-95.00
964.092,-94.23
964.577,-95.00
965.063,-94.00
965.548,-95.00
966.033,-95.00
966.518,-95.00
967.004,-94.46
967.489,-94.04
967.974,-95.00
968.459,-93.99
968.944,-95.00
969.43,-95.00
969.915,-95.00
970.4,-93.88
970.885,-95.00
971.371,-95.00
971.856,-95.00
972.341,-95.00
972.826,-94.79
973.312,-95.00
973.797,-95.00
974.282,-94.70
974.767,-94.58
975.253,-95.00
975.738,-95.00
976.223,-95.00
976.708,-93.52
977.194,-95.00
977.679,-94.58
978.164,-94.89
978.649,-95.00
979.135,-94.65
979.62,-95.00
980.105,-95.00
980.59,-94.21
981.076,-94.31
981.561,-95.00
982.046,-94.80
982.531,-95.00
983.017,-95.00
983.502,-94.01
983.987,-94.72
984.472,-94.27
984.957,-94.93
985.443,-94.78
985.928,-94.17
986.413,-95.00
986.898,-95.00
987.384,-95.00
987.869,-94.10
988.354,-94.99
988.839,-94.98
989.325,-94.97
989.81,-93.60
990.295,-94.67
990.78,-94.80
991.266,-93.66
991.751,-94.42
992.236,-93.04
992.721,-93.50
993.207,-92.71
993.692,-91.59
994.177,-90.07
994.662,-88.09
995.148,-85.59
995.633,-82.55
996.118,-79.01
996.603,-75.07
997.089,-70.86
997.574,-66.62
998.059,-62.60
998.544,-59.09
999.03,-56.34
999.515,-54.60
1000,-54.00
