freq_MHz,level_dBuV
869.47,8.00
869.955,8.00
870.44,9.68
870.925,8.00
871.411,8.62
871.896,9.49
872.381,8.57
872.866,9.30
873.352,8.63
873.837,8.00
874.322,10.12
874.807,8.00
875.293,8.00
875.778,8.00
876.263,9.25
876.748,8.00
877.234,8.00
877.719,8.00
878.204,8.36
878.689,8.80
879.175,10.97
879.66,8.00
880.145,8.00
880.63,8.96
881.116,8.00
881.601,8.31
882.086,8.00
882.571,8.00
883.057,8.90
883.542,9.03
884.027,8.00
884.512,8.79
884.997,9.60
885.483,8.00
885.968,8.00
886.453,8.00
886.938,8.00
887.424,8.00
887.909,8.00
888.394,9.79
888.879,8.68
889.365,8.52
889.85,8.00
890.335,8.04
890.82,8.48
891.306,10.17
891.791,9.39
892.276,8.95
892.761,8.00
893.247,8.00
893.732,8.00
894.217,8.31
894.702,8.00
895.188,10.60
895.673,8.00
896.158,9.63
896.643,8.00
897.129,8.00
897.614,8.51
898.099,9.34
898.584,8.96
899.07,10.10
899.555,8.00
900.04,8.82
900.525,8.00
901.011,8.67
901.496,8.00
901.981,8.42
902.466,8.00
902.951,8.78
903.437,8.00
903.922,8.23
904.407,8.00
904.892,9.85
905.378,9.50
905.863,8.21
906.348,8.00
906.833,8.00
907.319,8.00
907.804,8.00
908.289,9.01
908.774,8.00
909.26,8.00
909.745,8.00
910.23,8.00
910.715,8.00
911.201,8.00
911.686,8.55
912.171,8.00
912.656,8.00
913.142,10.45
913.627,8.00
914.112,9.01
914.597,8.00
915.083,8.00
915.568,8.00
916.053,8.00
916.538,8.00
917.024,8.00
917.509,8.00
917.994,10.29
918.479,8.00
918.964,8.68
919.45,9.08
919.935,8.43
920.42,9.07
920.905,8.00
921.391,10.28
921.876,8.00
922.361,8.71
922.846,8.10
923.332,8.00
923.817,9.08
924.302,8.74
924.787,8.00
925.273,8.85
925.758,8.95
926.243,8.00
926.728,9.16
927.214,8.00
927.699,8.00
928.184,8.58
928.669,8.42
929.155,8.54
929.64,8.50
930.125,10.83
930.61,8.66
931.096,8.00
931.581,8.00
932.066,8.00
932.551,8.00
933.037,10.22
933.522,8.00
934.007,8.00
934.492,8.00
934.977,8.00
935.463,8.00
935.948,8.39
936.433,8.78
936.918,8.72
937.404,8.00
937.889,8.00
938.374,8.81
938.859,8.55
939.345,8.90
939.83,8.00
940.315,9.89
940.8,8.00
941.286,8.00
941.771,8.00
942.256,8.82
942.741,8.32
943.227,8.20
943.712,8.75
944.197,9.03
944.682,8.00
945.168,8.00
945.653,8.00
946.138,8.00
946.623,8.54
947.109,8.00
947.594,8.00
948.079,8.00
948.564,9.10
949.05,8.00
949.535,8.00
950.02,8.82
950.505,8.00
950.99,8.58
951.476,8.00
951.961,8.00
952.446,8.00
952.931,8.00
953.417,9.39
953.902,8.15
954.387,8.00
954.872,8.00
955.358,8.31
955.843,9.07
956.328,8.55
956.813,8.00
957.299,8.00
957.784,8.00
958.269,8.00
958.754,8.00
959.24,8.00
959.725,8.00
960.21,8.00
960.695,8.00
961.181,8.36
961.666,8.49
962.151,8.86
962.636,9.32
963.122,9.33
963.607,9.72
964.092,8.00
964.577,8.40
965.063,8.00
965.548,8.75
966.033,8.60
966.518,8.74
967.004,9.26
967.489,8.00
967.974,8.00
968.459,8.00
968.944,8.15
969.43,8.00
969.915,8.00
970.4,8.00
970.885,8.00
971.371,8.89
971.856,9.08
972.341,8.00
972.826,8.35
973.312,8.86
973.797,8.00
974.282,8.96
974.767,8.00
975.253,8.00
975.738,9.42
976.223,8.65
976.708,8.66
977.194,8.10
977.679,9.56
978.164,8.41
978.649,8.00
979.135,8.96
979.62,8.00
980.105,8.00
980.59,8.59
981.076,9.23
981.561,8.00
982.046,9.16
982.531,8.26
983.017,8.00
983.502,8.00
983.987,8.00
984.472,8.00
984.957,9.13
985.443,8.81
985.928,9.65
986.413,8.00
986.898,8.00
987.384,8.13
987.869,8.00
988.354,9.03
988.839,8.00
989.325,8.00
989.81,8.00
990.295,8.00
990.78,8.00
991.266,9.09
991.751,9.41
992.236,8.00
992.721,8.00
993.207,8.35
993.692,8.00
994.177,8.00
994.662,8.27
995.148,9.59
995.633,8.95
996.118,9.04
996.603,8.96
997.089,8.00
997.574,8.28
998.059,9.02
998.544,8.56
999.03,8.22
999.515,8.00
1000,8.00
